,codes,name,links,coord,label,timezone,id,administrative_regions,insee,lat,lon,lat_city,lon_city,city
21,"[{'type': 'source', 'value': '87697532'}, {'type': 'uic', 'value': '87697532'}]",Pont-de-Claix TAG Mairie,[],"{'lat': '45.12517', 'lon': '5.697913'}",Pont-de-Claix TAG Mairie (Le Pont-de-Claix),Europe/Paris,stop_area:SNCF:87697532,"[{'insee': '38317', 'name': 'Le Pont-de-Claix', 'level': 8, 'coord': {'lat': '45.1236837', 'lon': '5.6978136'}, 'label': 'Le Pont-de-Claix (38800)', 'id': 'admin:fr:38317', 'zip_code': '38800'}]",38317,45.12517,5.697913,45.1236837,5.6978136,Le Pont-de-Claix
22,"[{'type': 'source', 'value': '87409466'}, {'type': 'uic', 'value': '87409466'}]",Pont-de-Dore le Chambon,[],"{'lat': '45.840864', 'lon': '3.508008'}",Pont-de-Dore le Chambon (Thiers),Europe/Paris,stop_area:SNCF:87409466,"[{'insee': '63430', 'name': 'Thiers', 'level': 8, 'coord': {'lat': '45.855795', 'lon': '3.5489707'}, 'label': 'Thiers (63300)', 'id': 'admin:fr:63430', 'zip_code': '63300'}]",63430,45.840864,3.508008,45.855795,3.5489707,Thiers
23,"[{'type': 'source', 'value': '87415661'}, {'type': 'uic', 'value': '87415661'}]",Pont-de-l'Arche,[],"{'lat': '49.317143', 'lon': '1.159669'}",Pont-de-l'Arche (Alizay),Europe/Paris,stop_area:SNCF:87415661,"[{'insee': '27008', 'name': 'Alizay', 'level': 8, 'coord': {'lat': '49.3191616', 'lon': '1.1673742'}, 'label': 'Alizay (27460)', 'id': 'admin:fr:27008', 'zip_code': '27460'}]",27008,49.317143,1.159669,49.3191616,1.1673742,Alizay
24,"[{'type': 'source', 'value': '87725804'}, {'type': 'uic', 'value': '87725804'}]",Pont-de-Veyle,[],"{'lat': '46.267772', 'lon': '4.892871'}",Pont-de-Veyle (Crottet),Europe/Paris,stop_area:SNCF:87725804,"[{'insee': '01134', 'name': 'Crottet', 'level': 8, 'coord': {'lat': '46.2775889', 'lon': '4.8924243'}, 'label': 'Crottet (01290-01750)', 'id': 'admin:fr:01134', 'zip_code': '01290;01750'}]",01134,46.267772,4.892871,46.2775889,4.8924243,Crottet
0,"[{'type': 'source', 'value': '87734087'}, {'type': 'uic', 'value': '87734087'}]",Pont-du-Château,[],"{'lat': '45.788529', 'lon': '3.238384'}",Pont-du-Château (Pont-du-Château),Europe/Paris,stop_area:SNCF:87734087,"[{'insee': '63284', 'name': 'Pont-du-Château', 'level': 8, 'coord': {'lat': '45.7971315', 'lon': '3.2492577'}, 'label': 'Pont-du-Château (63430)', 'id': 'admin:fr:63284', 'zip_code': '63430'}]",63284,45.788529,3.238384,45.7971315,3.2492577,Pont-du-Château
1,"[{'type': 'source', 'value': '87444349'}, {'type': 'uic', 'value': '87444349'}]",Pont-l'Évêque,[],"{'lat': '49.287044', 'lon': '0.191974'}",Pont-l'Évêque (Pont-l'Évêque),Europe/Paris,stop_area:SNCF:87444349,"[{'insee': '14514', 'name': ""Pont-l'Évêque"", 'level': 8, 'coord': {'lat': '49.28595379999999', 'lon': '0.1841678'}, 'label': ""Pont-l'Évêque (14130)"", 'id': 'admin:fr:14514', 'zip_code': '14130'}]",14514,49.287044,0.191974,49.28595379999999,0.1841678,Pont-l'Évêque
2,"[{'type': 'source', 'value': '87215541'}, {'type': 'uic', 'value': '87215541'}]",Pont-la-Ville,[],"{'lat': '48.08363', 'lon': '4.890866'}",Pont-la-Ville (Pont-la-Ville),Europe/Paris,stop_area:SNCF:87215541,"[{'insee': '52399', 'name': 'Pont-la-Ville', 'level': 8, 'coord': {'lat': '48.0826462', 'lon': '4.8909726'}, 'label': 'Pont-la-Ville (52120)', 'id': 'admin:fr:52399', 'zip_code': '52120'}]",52399,48.08363,4.890866,48.0826462,4.8909726,Pont-la-Ville
3,"[{'type': 'source', 'value': '87473520'}, {'type': 'uic', 'value': '87473520'}]",Pont-Melvez,[],"{'lat': '48.470223', 'lon': '-3.311444'}",Pont-Melvez (Pont-Melvez),Europe/Paris,stop_area:SNCF:87473520,"[{'insee': '22249', 'name': 'Pont-Melvez', 'level': 8, 'coord': {'lat': '48.4605886', 'lon': '-3.3066261'}, 'label': 'Pont-Melvez (22390)', 'id': 'admin:fr:22249', 'zip_code': '22390'}]",22249,48.470223,-3.311444,48.4605886,-3.3066261,Pont-Melvez
4,"[{'type': 'source', 'value': '87313130'}, {'type': 'uic', 'value': '87313130'}]",Pont-Remy,[],"{'lat': '50.04715', 'lon': '1.898937'}",Pont-Remy (Pont-Remy),Europe/Paris,stop_area:SNCF:87313130,"[{'insee': '80635', 'name': 'Pont-Remy', 'level': 8, 'coord': {'lat': '50.055774', 'lon': '1.9017347'}, 'label': 'Pont-Remy (80580)', 'id': 'admin:fr:80635', 'zip_code': '80580'}]",80635,50.04715,1.898937,50.055774,1.9017347,Pont-Remy
5,"[{'type': 'source', 'value': '87764555'}, {'type': 'uic', 'value': '87764555'}]",Pont-Saint-Esprit,[],"{'lat': '44.25315', 'lon': '4.643118'}",Pont-Saint-Esprit (Pont-Saint-Esprit),Europe/Paris,stop_area:SNCF:87764555,"[{'insee': '30202', 'name': 'Pont-Saint-Esprit', 'level': 8, 'coord': {'lat': '44.2538589', 'lon': '4.6456631'}, 'label': 'Pont-Saint-Esprit (30130)', 'id': 'admin:fr:30202', 'zip_code': '30130'}]",30202,44.25315,4.643118,44.2538589,4.6456631,Pont-Saint-Esprit
6,"[{'type': 'source', 'value': '87141523'}, {'type': 'uic', 'value': '87141523'}]",Pont-Saint-Vincent,[],"{'lat': '48.602974', 'lon': '6.10224'}",Pont-Saint-Vincent (Pont-Saint-Vincent),Europe/Paris,stop_area:SNCF:87141523,"[{'insee': '54432', 'name': 'Pont-Saint-Vincent', 'level': 8, 'coord': {'lat': '48.6042979', 'lon': '6.1008114'}, 'label': 'Pont-Saint-Vincent (54550)', 'id': 'admin:fr:54432', 'zip_code': '54550'}]",54432,48.602974,6.10224,48.6042979,6.1008114,Pont-Saint-Vincent
7,"[{'type': 'source', 'value': '87276329'}, {'type': 'uic', 'value': '87276329'}]",Pont-Sainte-Maxence,[],"{'lat': '49.309736', 'lon': '2.602893'}",Pont-Sainte-Maxence (Pont-Sainte-Maxence),Europe/Paris,stop_area:SNCF:87276329,"[{'insee': '60509', 'name': 'Pont-Sainte-Maxence', 'level': 8, 'coord': {'lat': '49.3012483', 'lon': '2.6045838'}, 'label': 'Pont-Sainte-Maxence (60700)', 'id': 'admin:fr:60509', 'zip_code': '60700'}]",60509,49.309736,2.602893,49.3012483,2.6045838,Pont-Sainte-Maxence
8,"[{'type': 'source', 'value': '87216135'}, {'type': 'uic', 'value': '87216135'}]",Pont-sur-Seine Fleming,[],"{'lat': '48.513051', 'lon': '3.598846'}",Pont-sur-Seine Fleming (Pont-sur-Seine),Europe/Paris,stop_area:SNCF:87216135,"[{'insee': '10298', 'name': 'Pont-sur-Seine', 'level': 8, 'coord': {'lat': '48.5185158', 'lon': '3.5955059'}, 'label': 'Pont-sur-Seine (10400)', 'id': 'admin:fr:10298', 'zip_code': '10400'}]",10298,48.513051,3.598846,48.5185158,3.5955059,Pont-sur-Seine
9,"[{'type': 'source', 'value': '87216143'}, {'type': 'uic', 'value': '87216143'}]",Pont-sur-Seine Place Saint-Martin,[],"{'lat': '48.516683', 'lon': '3.597253'}",Pont-sur-Seine Place Saint-Martin (Pont-sur-Seine),Europe/Paris,stop_area:SNCF:87216143,"[{'insee': '10298', 'name': 'Pont-sur-Seine', 'level': 8, 'coord': {'lat': '48.5185158', 'lon': '3.5955059'}, 'label': 'Pont-sur-Seine (10400)', 'id': 'admin:fr:10298', 'zip_code': '10400'}]",10298,48.516683,3.597253,48.5185158,3.5955059,Pont-sur-Seine
10,"[{'type': 'source', 'value': '87683136'}, {'type': 'uic', 'value': '87683136'}]",Pont-sur-Yonne,[],"{'lat': '48.286287', 'lon': '3.201463'}",Pont-sur-Yonne (Pont-sur-Yonne),Europe/Paris,stop_area:SNCF:87683136,"[{'insee': '89309', 'name': 'Pont-sur-Yonne', 'level': 8, 'coord': {'lat': '48.2852895', 'lon': '3.2045813'}, 'label': 'Pont-sur-Yonne (89140)', 'id': 'admin:fr:89309', 'zip_code': '89140'}]",89309,48.286287,3.201463,48.2852895,3.2045813,Pont-sur-Yonne
11,"[{'type': 'source', 'value': '87688507'}, {'type': 'uic', 'value': '87688507'}]",Pontaix,[],"{'lat': '44.749339', 'lon': '5.264015'}",Pontaix (Pontaix),Europe/Paris,stop_area:SNCF:87688507,"[{'insee': '26248', 'name': 'Pontaix', 'level': 8, 'coord': {'lat': '44.7506476', 'lon': '5.2640338'}, 'label': 'Pontaix (26150)', 'id': 'admin:fr:26248', 'zip_code': '26150'}]",26248,44.749339,5.264015,44.7506476,5.2640338,Pontaix
12,"[{'type': 'source', 'value': '87697714'}, {'type': 'uic', 'value': '87697714'}]",Pontamafrey,[],"{'lat': '45.31251', 'lon': '6.340528'}",Pontamafrey (La Tour-en-Maurienne),Europe/Paris,stop_area:SNCF:87697714,"[{'insee': '73135', 'name': 'La Tour-en-Maurienne', 'level': 8, 'coord': {'lat': '45.299115', 'lon': '6.362497599999999'}, 'label': 'La Tour-en-Maurienne (73300)', 'id': 'admin:fr:73135', 'zip_code': '73300'}]",73135,45.31251,6.340528,45.299115,6.362497599999999,La Tour-en-Maurienne
13,"[{'type': 'source', 'value': '87725721'}, {'type': 'uic', 'value': '87725721'}]",Pontanevaux,[],"{'lat': '46.213047', 'lon': '4.772881'}",Pontanevaux (La Chapelle-de-Guinchay),Europe/Paris,stop_area:SNCF:87725721,"[{'insee': '71090', 'name': 'La Chapelle-de-Guinchay', 'level': 8, 'coord': {'lat': '46.2110224', 'lon': '4.755520199999999'}, 'label': 'La Chapelle-de-Guinchay (71570)', 'id': 'admin:fr:71090', 'zip_code': '71570'}]",71090,46.213047,4.772881,46.2110224,4.755520199999999,La Chapelle-de-Guinchay
14,"[{'type': 'source', 'value': '87715003'}, {'type': 'uic', 'value': '87715003'}]",Pontarlier,[],"{'lat': '46.900988', 'lon': '6.353418'}",Pontarlier (Pontarlier),Europe/Paris,stop_area:SNCF:87715003,"[{'insee': '25462', 'name': 'Pontarlier', 'level': 8, 'coord': {'lat': '46.9040348', 'lon': '6.3546345'}, 'label': 'Pontarlier (25300)', 'id': 'admin:fr:25462', 'zip_code': '25300'}]",25462,46.900988,6.353418,46.9040348,6.3546345,Pontarlier
15,"[{'type': 'source', 'value': '87471391'}, {'type': 'uic', 'value': '87471391'}]",Pontchaillou,[],"{'lat': '48.118641', 'lon': '-1.691118'}",Pontchaillou (Rennes),Europe/Paris,stop_area:SNCF:87471391,"[{'insee': '35238', 'name': 'Rennes', 'level': 8, 'coord': {'lat': '48.1113387', 'lon': '-1.6800198'}, 'label': 'Rennes (35000-35700)', 'id': 'admin:fr:35238', 'zip_code': '35000;35700'}]",35238,48.118641,-1.691118,48.1113387,-1.6800198,Rennes
16,"[{'type': 'source', 'value': '87721464'}, {'type': 'uic', 'value': '87721464'}]",Pontcharra - Saint-Forgeux,[],"{'lat': '45.871541', 'lon': '4.492904'}",Pontcharra - Saint-Forgeux (Vindry-sur-Turdine),Europe/Paris,stop_area:SNCF:87721464,"[{'insee': '69157', 'name': 'Vindry-sur-Turdine', 'level': 8, 'coord': {'lat': '45.8748314', 'lon': '4.4897842'}, 'label': 'Vindry-sur-Turdine (69490)', 'id': 'admin:fr:69157', 'zip_code': '69490'}]",69157,45.871541,4.492904,45.8748314,4.4897842,Vindry-sur-Turdine
17,"[{'type': 'source', 'value': '87747493'}, {'type': 'uic', 'value': '87747493'}]",Pontcharra sur Bréda,[],"{'lat': '45.434091', 'lon': '6.007859'}",Pontcharra sur Bréda (Pontcharra),Europe/Paris,stop_area:SNCF:87747493,"[{'insee': '38314', 'name': 'Pontcharra', 'level': 8, 'coord': {'lat': '45.4327537', 'lon': '6.0204233'}, 'label': 'Pontcharra (38530)', 'id': 'admin:fr:38314', 'zip_code': '38530'}]",38314,45.434091,6.007859,45.4327537,6.0204233,Pontcharra
18,"[{'type': 'source', 'value': '87481846'}, {'type': 'uic', 'value': '87481846'}]",Pontchâteau,[],"{'lat': '47.435334', 'lon': '-2.088526'}",Pontchâteau (Pontchâteau),Europe/Paris,stop_area:SNCF:87481846,"[{'insee': '44129', 'name': 'Pontchâteau', 'level': 8, 'coord': {'lat': '47.4373374', 'lon': '-2.0880233'}, 'label': 'Pontchâteau (44160)', 'id': 'admin:fr:44129', 'zip_code': '44160'}]",44129,47.435334,-2.088526,47.4373374,-2.0880233,Pontchâteau
19,"[{'type': 'source', 'value': '87409425'}, {'type': 'uic', 'value': '87409425'}]",Pontgibaud - Place République,[],"{'lat': '45.832298', 'lon': '2.851253'}",Pontgibaud - Place République (Pontgibaud),Europe/Paris,stop_area:SNCF:87409425,"[{'insee': '63285', 'name': 'Pontgibaud', 'level': 8, 'coord': {'lat': '45.8326833', 'lon': '2.8517658'}, 'label': 'Pontgibaud (63230)', 'id': 'admin:fr:63285', 'zip_code': '63230'}]",63285,45.832298,2.851253,45.8326833,2.8517658,Pontgibaud
20,"[{'type': 'source', 'value': '87394247'}, {'type': 'uic', 'value': '87394247'}]",Pontgouin,[],"{'lat': '48.477877', 'lon': '1.141444'}",Pontgouin (Pontgouin),Europe/Paris,stop_area:SNCF:87394247,"[{'insee': '28302', 'name': 'Pontgouin', 'level': 8, 'coord': {'lat': '48.4815953', 'lon': '1.160981'}, 'label': 'Pontgouin (28190)', 'id': 'admin:fr:28302', 'zip_code': '28190'}]",28302,48.477877,1.141444,48.4815953,1.160981,Pontgouin
21,"[{'type': 'source', 'value': '87682526'}, {'type': 'uic', 'value': '87682526'}]",Ponthierry - Pringy,[],"{'lat': '48.535001', 'lon': '2.544598'}",Ponthierry - Pringy (Saint-Fargeau-Ponthierry),Europe/Paris,stop_area:SNCF:87682526,"[{'insee': '77407', 'name': 'Saint-Fargeau-Ponthierry', 'level': 8, 'coord': {'lat': '48.5361215', 'lon': '2.5273471'}, 'label': 'Saint-Fargeau-Ponthierry (77310)', 'id': 'admin:fr:77407', 'zip_code': '77310'}]",77407,48.535001,2.544598,48.5361215,2.5273471,Saint-Fargeau-Ponthierry
22,"[{'type': 'source', 'value': '87476556'}, {'type': 'uic', 'value': '87476556'}]",Pontivy,[],"{'lat': '48.061918', 'lon': '-2.966235'}",Pontivy (Pontivy),Europe/Paris,stop_area:SNCF:87476556,"[{'insee': '56178', 'name': 'Pontivy', 'level': 8, 'coord': {'lat': '48.0647729', 'lon': '-2.9675702'}, 'label': 'Pontivy (56300)', 'id': 'admin:fr:56178', 'zip_code': '56300'}]",56178,48.061918,-2.966235,48.0647729,-2.9675702,Pontivy
23,"[{'type': 'source', 'value': '87734103'}, {'type': 'uic', 'value': '87734103'}]",Pontmort,[],"{'lat': '45.940101', 'lon': '3.160014'}",Pontmort (Chambaron sur Morge),Europe/Paris,stop_area:SNCF:87734103,"[{'insee': '63244', 'name': 'Chambaron sur Morge', 'level': 8, 'coord': {'lat': '45.9661909', 'lon': '3.1603593'}, 'label': 'Chambaron sur Morge (63200)', 'id': 'admin:fr:63244', 'zip_code': '63200'}]",63244,45.940101,3.160014,45.9661909,3.1603593,Chambaron sur Morge
24,"[{'type': 'source', 'value': '87409417'}, {'type': 'uic', 'value': '87409417'}]",Pontmort RN9-D17,[],"{'lat': '45.9438', 'lon': '3.1669'}",Pontmort RN9-D17 (Chambaron sur Morge),Europe/Paris,stop_area:SNCF:87409417,"[{'insee': '63244', 'name': 'Chambaron sur Morge', 'level': 8, 'coord': {'lat': '45.9661909', 'lon': '3.1603593'}, 'label': 'Chambaron sur Morge (63200)', 'id': 'admin:fr:63244', 'zip_code': '63200'}]",63244,45.9438,3.1669,45.9661909,3.1603593,Chambaron sur Morge
0,"[{'type': 'source', 'value': '87276139'}, {'type': 'uic', 'value': '87276139'}]",Pontoise,[],"{'lat': '49.04706', 'lon': '2.095371'}",Pontoise (Pontoise),Europe/Paris,stop_area:SNCF:87276139,"[{'insee': '95500', 'name': 'Pontoise', 'level': 8, 'coord': {'lat': '49.0508845', 'lon': '2.1008067'}, 'label': 'Pontoise (95000-95300)', 'id': 'admin:fr:95500', 'zip_code': '95000;95300'}]",95500,49.04706,2.095371,49.0508845,2.1008067,Pontoise
1,"[{'type': 'source', 'value': '87600171'}, {'type': 'uic', 'value': '87600171'}]",Pontoise Noctilien,[],"{'lat': '49.047186', 'lon': '2.095914'}",Pontoise Noctilien (Pontoise),Europe/Paris,stop_area:SNCF:87600171,"[{'insee': '95500', 'name': 'Pontoise', 'level': 8, 'coord': {'lat': '49.0508845', 'lon': '2.1008067'}, 'label': 'Pontoise (95000-95300)', 'id': 'admin:fr:95500', 'zip_code': '95000;95300'}]",95500,49.047186,2.095914,49.0508845,2.1008067,Pontoise
2,"[{'type': 'source', 'value': '87478263'}, {'type': 'uic', 'value': '87478263'}]",Pontorson - Mont-Saint-Michel,[],"{'lat': '48.552729', 'lon': '-1.504931'}",Pontorson - Mont-Saint-Michel (Pontorson),Europe/Paris,stop_area:SNCF:87478263,"[{'insee': '50410', 'name': 'Pontorson', 'level': 8, 'coord': {'lat': '48.5546677', 'lon': '-1.5097775'}, 'label': 'Pontorson (50170)', 'id': 'admin:fr:50410', 'zip_code': '50170'}]",50410,48.552729,-1.504931,48.5546677,-1.5097775,Pontorson
3,"[{'type': 'source', 'value': '87473843'}, {'type': 'uic', 'value': '87473843'}]",Pontrieux,[],"{'lat': '48.705644', 'lon': '-3.157428'}",Pontrieux (Pontrieux),Europe/Paris,stop_area:SNCF:87473843,"[{'insee': '22250', 'name': 'Pontrieux', 'level': 8, 'coord': {'lat': '48.69724189999999', 'lon': '-3.1629787'}, 'label': 'Pontrieux (22260)', 'id': 'admin:fr:22250', 'zip_code': '22260'}]",22250,48.705644,-3.157428,48.69724189999999,-3.1629787,Pontrieux
4,"[{'type': 'source', 'value': '87473835'}, {'type': 'uic', 'value': '87473835'}]",Pontrieux Halte,[],"{'lat': '48.698017', 'lon': '-3.164382'}",Pontrieux Halte (Pontrieux),Europe/Paris,stop_area:SNCF:87473835,"[{'insee': '22250', 'name': 'Pontrieux', 'level': 8, 'coord': {'lat': '48.69724189999999', 'lon': '-3.1629787'}, 'label': 'Pontrieux (22260)', 'id': 'admin:fr:22250', 'zip_code': '22260'}]",22250,48.698017,-3.164382,48.69724189999999,-3.1629787,Pontrieux
5,"[{'type': 'source', 'value': '87393165'}, {'type': 'uic', 'value': '87393165'}]",Porchefontaine,[],"{'lat': '48.796918', 'lon': '2.153705'}",Porchefontaine (Versailles),Europe/Paris,stop_area:SNCF:87393165,"[{'insee': '78646', 'name': 'Versailles', 'level': 8, 'coord': {'lat': '48.80354029999999', 'lon': '2.1266886'}, 'label': 'Versailles (78000)', 'id': 'admin:fr:78646', 'zip_code': '78000'}]",78646,48.796918,2.153705,48.80354029999999,2.1266886,Versailles
6,"[{'type': 'source', 'value': '87591800'}, {'type': 'uic', 'value': '87591800'}]",Porchefontaine Noctilien,[],"{'lat': '48.796808', 'lon': '2.153776'}",Porchefontaine Noctilien (Versailles),Europe/Paris,stop_area:SNCF:87591800,"[{'insee': '78646', 'name': 'Versailles', 'level': 8, 'coord': {'lat': '48.80354029999999', 'lon': '2.1266886'}, 'label': 'Versailles (78000)', 'id': 'admin:fr:78646', 'zip_code': '78000'}]",78646,48.796808,2.153776,48.80354029999999,2.1266886,Versailles
7,"[{'type': 'source', 'value': '87481283'}, {'type': 'uic', 'value': '87481283'}]",Pornic,[],"{'lat': '47.11441', 'lon': '-2.098025'}",Pornic (Pornic),Europe/Paris,stop_area:SNCF:87481283,"[{'insee': '44131', 'name': 'Pornic', 'level': 8, 'coord': {'lat': '47.1152695', 'lon': '-2.1040102'}, 'label': 'Pornic (44210)', 'id': 'admin:fr:44131', 'zip_code': '44210'}]",44131,47.11441,-2.098025,47.1152695,-2.1040102,Pornic
