,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Aigle,2023-01-03 16:12:00,2023-01-03 22:42:00,Lille Flandres,50.636577,3.06987,23400,3,Aigle,46.31685,6.96367,739,24139,Lille,Aigle
Aachen,2023-01-03 17:29:30,2023-01-03 20:35:00,Lille Europe,50.6394,3.075721,11130,1,Aix la Chapelle,50.7675,6.0912,5389,16519,Lille,Aix la Chapelle
Allaman,2023-01-03 16:12:00,2023-01-03 22:18:00,Lille Flandres,50.636577,3.06987,21960,3,Allaman,46.47575,6.3997,739,22699,Lille,Allaman
Amsterdam,2023-01-03 20:37:30,2023-01-03 23:11:00,Lille Europe,50.6394,3.075721,9210,0,Amsterdam Centraal,52.37908,4.900632,16669,25879,Lille,Amsterdam Centraal
Antwerpen,2023-01-03 17:08:00,2023-01-03 18:27:00,Lille Europe,50.6394,3.075721,4740,1,Antwerpen Centraal,51.216,4.421,4099,8839,Lille,Antwerpen Centraal
Appenweier,2023-01-03 17:42:00,2023-01-03 22:15:00,Lille Europe,50.6394,3.075721,16380,2,Appenweier,48.5419,7.9735,6139,22519,Lille,Appenweier
Baden-Baden,2023-01-04 09:32:00,2023-01-04 14:22:00,Lille Flandres,50.636577,3.06987,17400,2,Baden-Baden,48.7903,8.190899999999999,63139,80539,Lille,Baden-Baden
Basel,2023-01-03 16:12:00,2023-01-03 21:26:00,Lille Flandres,50.636577,3.06987,18840,2,Basel SBB,47.5474,7.58956,739,19579,Lille,Basel SBB
Käerjeng,2023-01-04 08:02:00,2023-01-04 16:20:00,Lille Europe,50.6394,3.075721,29880,2,Bascharage secteur Sanem,49.5585,5.9249,57739,87619,Lille,Bascharage secteur Sanem
Haute-Sorne,2023-01-03 17:12:00,2023-01-03 22:55:00,Lille Flandres,50.636577,3.06987,20580,3,Glovelier,47.3352,7.20931,4339,24919,Lille,Glovelier
Berg (Pfalz),2023-01-04 08:02:00,2023-01-04 12:35:00,Lille Europe,50.6394,3.075721,16380,2,Berg (Pfalz),48.9807,8.2128,57739,74119,Lille,Berg (Pfalz)
Bettembourg,2023-01-04 08:02:00,2023-01-04 12:10:00,Lille Europe,50.6394,3.075721,14880,2,Bettembourg,49.516111,6.101111,57739,72619,Lille,Bettembourg
Bex,2023-01-03 16:12:00,2023-01-03 22:48:00,Lille Flandres,50.636577,3.06987,23760,3,Bex,46.25146,7.00067,739,24499,Lille,Bex
Boncourt,2023-01-03 17:12:00,2023-01-03 22:23:00,Lille Flandres,50.636577,3.06987,18660,3,Boncourt,47.49263,7.01656,4339,22999,Lille,Boncourt
Saint-Gilles - Sint-Gillis,2023-01-03 17:08:00,2023-01-03 17:43:00,Lille Europe,50.6394,3.075721,2100,0,Bruxelles Midi,50.836,4.336,4099,6199,Lille,Bruxelles Midi
Basse-Allaine,2023-01-03 17:12:00,2023-01-03 22:25:00,Lille Flandres,50.636577,3.06987,18780,3,Buix,47.47933,7.02998,4339,23119,Lille,Buix
Pregny-Chambésy,2023-01-03 16:12:00,2023-01-03 22:05:00,Lille Flandres,50.636577,3.06987,21180,3,Chambésy,46.242378,6.147342,739,21919,Lille,Chambésy
Charleroi,2023-01-03 18:35:00,2023-01-03 20:48:00,Lille Flandres,50.636577,3.06987,7980,1,Charleroi-Central,50.404393,4.438504,9319,17299,Lille,Charleroi Sud
