,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Aigle,2023-01-04 14:42:00,2023-01-04 21:42:00,Lille Flandres,50.636577,3.06987,25200,3,Aigle,46.31685,6.96367,2203,27403,Lille,Aigle
Aachen,2023-01-04 15:30:30,2023-01-04 18:35:00,Lille Europe,50.6394,3.075721,11070,1,Aix la Chapelle,50.7675,6.0912,5113,16183,Lille,Aix la Chapelle
Allaman,2023-01-04 14:42:00,2023-01-04 20:18:00,Lille Flandres,50.636577,3.06987,20160,3,Allaman,46.47575,6.3997,2203,22363,Lille,Allaman
Amsterdam,2023-01-04 20:37:30,2023-01-04 23:11:00,Lille Europe,50.6394,3.075721,9210,0,Amsterdam Centraal,52.37908,4.900632,23533,32743,Lille,Amsterdam Centraal
Antwerpen,2023-01-04 14:51:30,2023-01-04 16:27:00,Lille Europe,50.6394,3.075721,5730,1,Antwerpen Centraal,51.216,4.421,2773,8503,Lille,Antwerpen Centraal
Appenweier,2023-01-04 15:52:00,2023-01-04 20:45:00,Lille Europe,50.6394,3.075721,17580,2,Appenweier,48.5419,7.9735,6403,23983,Lille,Appenweier
Basel,2023-01-04 14:42:00,2023-01-04 19:26:00,Lille Flandres,50.636577,3.06987,17040,2,Basel SBB,47.5474,7.58956,2203,19243,Lille,Basel SBB
Käerjeng,2023-01-05 08:02:00,2023-01-05 16:20:00,Lille Europe,50.6394,3.075721,29880,2,Bascharage secteur Sanem,49.5585,5.9249,64603,94483,Lille,Bascharage secteur Sanem
Haute-Sorne,2023-01-04 14:42:00,2023-01-04 19:55:00,Lille Flandres,50.636577,3.06987,18780,3,Glovelier,47.3352,7.20931,2203,20983,Lille,Glovelier
Berg (Pfalz),2023-01-05 08:02:00,2023-01-05 12:35:00,Lille Europe,50.6394,3.075721,16380,2,Berg (Pfalz),48.9807,8.2128,64603,80983,Lille,Berg (Pfalz)
Bettembourg,2023-01-05 08:02:00,2023-01-05 12:10:00,Lille Europe,50.6394,3.075721,14880,2,Bettembourg,49.516111,6.101111,64603,79483,Lille,Bettembourg
Bex,2023-01-04 14:42:00,2023-01-04 21:48:00,Lille Flandres,50.636577,3.06987,25560,3,Bex,46.25146,7.00067,2203,27763,Lille,Bex
Biel/Bienne,2023-01-04 14:42:00,2023-01-04 20:41:00,Lille Flandres,50.636577,3.06987,21540,3,Biel/Bienne,47.13289,7.24292,2203,23743,Lille,Biel/Bienne
Boncourt,2023-01-04 14:42:00,2023-01-04 19:23:00,Lille Flandres,50.636577,3.06987,16860,3,Boncourt,47.49263,7.01656,2203,19063,Lille,Boncourt
Saint-Gilles - Sint-Gillis,2023-01-04 14:51:30,2023-01-04 15:25:00,Lille Europe,50.6394,3.075721,2010,0,Bruxelles Midi,50.836,4.336,2773,4783,Lille,Bruxelles Midi
Basse-Allaine,2023-01-04 14:42:00,2023-01-04 19:25:00,Lille Flandres,50.636577,3.06987,16980,3,Buix,47.47933,7.02998,2203,19183,Lille,Buix
Pregny-Chambésy,2023-01-04 14:42:00,2023-01-04 19:50:00,Lille Flandres,50.636577,3.06987,18480,3,Chambésy,46.242378,6.147342,2203,20683,Lille,Chambésy
Charleroi,2023-01-04 16:05:00,2023-01-04 18:48:00,Lille Flandres,50.636577,3.06987,9780,2,Charleroi-Central,50.404393,4.438504,7183,16963,Lille,Charleroi Sud
