,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Nîmes,2023-01-25 10:45:00,2023-01-25 13:22:00,Toulouse Matabiau,43.611206,1.453616,9420,0,Nîmes Centre,43.832313,4.365872,5736,9420,Toulouse,Nîmes
Avignon,2023-01-25 10:45:00,2023-01-25 14:13:00,Toulouse Matabiau,43.611206,1.453616,12480,1,Avignon Centre,43.941923,4.805269,5736,12480,Toulouse,Avignon
Toulon,2023-01-25 10:45:00,2023-01-25 15:40:30,Toulouse Matabiau,43.611206,1.453616,17730,1,Toulon,43.128353,5.929404,5736,17730,Toulouse,Toulon
Bourg-en-Bresse,2023-01-25 15:43:00,2023-01-25 21:12:30,Toulouse Matabiau,43.611206,1.453616,19770,1,Bourg-en-Bresse,46.200111,5.215011,23616,19770,Toulouse,Bourg-en-Bresse
Chalon-sur-Saône,2023-01-25 15:43:00,2023-01-25 21:37:00,Toulouse Matabiau,43.611206,1.453616,21240,1,Chalon-sur-Saône,46.781622,4.843479,23616,21240,Toulouse,Chalon-sur-Saône
Besançon,2023-01-25 10:45:00,2023-01-25 18:54:00,Toulouse Matabiau,43.611206,1.453616,29340,2,Besançon-Viotte,47.247049,6.021943,5736,29340,Toulouse,Besançon
Dijon,2023-01-25 10:45:00,2023-01-25 17:40:00,Toulouse Matabiau,43.611206,1.453616,24900,1,Dijon Ville,47.323411,5.027256,5736,24900,Toulouse,Dijon
Paris,2023-01-25 10:39:00,2023-01-25 14:52:30,Toulouse Matabiau,43.611206,1.453616,15210,0,Paris - Montparnasse - Hall 1 & 2,48.841172,2.320514,5376,15210,Toulouse,Paris
Tarbes,2023-01-25 09:47:00,2023-01-25 12:07:00,Toulouse Matabiau,43.611206,1.453616,8400,0,Tarbes,43.239863,0.069442,2256,8400,Toulouse,Tarbes
Cahors,2023-01-25 11:07:30,2023-01-25 12:26:00,Lacourtensourt,43.663842,1.41409,4710,0,Cahors,44.449275,1.433325,7086,4710,Toulouse,Cahors
Muret,2023-01-25 09:48:00,2023-01-25 10:00:30,Saint-Agne,43.579477,1.45012,750,0,Muret,43.464824,1.324449,2316,750,Toulouse,Muret
Angoulême,2023-01-25 12:32:00,2023-01-25 15:20:00,Toulouse Matabiau,43.611206,1.453616,10080,0,Angoulême,45.653572,0.164608,12156,10080,Toulouse,Angoulême
Angers,2023-01-25 09:24:00,2023-01-25 15:21:00,Toulouse Matabiau,43.611206,1.453616,21420,2,Angers-Saint-Laud,47.464649,-0.55677,876,21420,Toulouse,Angers
Saint-Nazaire,2023-01-25 09:24:00,2023-01-25 17:18:30,Toulouse Matabiau,43.611206,1.453616,28470,3,La Croix de Méan,47.300604,-2.192942,876,28470,Toulouse,Saint-Nazaire
Quimper,2023-01-25 09:24:00,2023-01-25 18:40:00,Toulouse Matabiau,43.611206,1.453616,33360,2,Quimper,47.994455,-4.092103,876,33360,Toulouse,Quimper
Brest,2023-01-25 09:24:00,2023-01-25 18:37:00,Toulouse Matabiau,43.611206,1.453616,33180,2,Brest,48.38762,-4.480306,876,33180,Toulouse,Brest
Lisieux,2023-01-25 10:39:00,2023-01-25 18:57:00,Toulouse Matabiau,43.611206,1.453616,29880,4,Lisieux,49.138299,0.231143,5376,29880,Toulouse,Lisieux
