,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Nîmes,2023-01-26 11:24:00,2023-01-26 12:35:00,Marseille - Saint-Charles,43.302666,5.380407,4260,0,Nîmes Centre,43.832313,4.365872,6213,4260,Marseille,Nîmes
Avignon,2023-01-26 09:46:00,2023-01-26 10:20:00,Marseille - Saint-Charles,43.302666,5.380407,2040,0,Avignon TGV,43.92194,4.786136,333,2040,Marseille,Avignon
Toulon,2023-01-26 09:57:00,2023-01-26 10:40:30,Marseille - Saint-Charles,43.302666,5.380407,2610,0,Toulon,43.128353,5.929404,993,2610,Marseille,Toulon
Bourg-en-Bresse,2023-01-26 14:36:00,2023-01-26 17:17:00,Marseille - Saint-Charles,43.302666,5.380407,9660,1,Bourg-en-Bresse,46.200111,5.215011,17733,9660,Marseille,Bourg-en-Bresse
Chalon-sur-Saône,2023-01-26 09:46:00,2023-01-26 12:41:00,Marseille - Saint-Charles,43.302666,5.380407,10500,0,Chalon-sur-Saône,46.781622,4.843479,333,10500,Marseille,Chalon-sur-Saône
Besançon,2023-01-26 09:46:00,2023-01-26 14:45:00,Marseille - Saint-Charles,43.302666,5.380407,17940,1,Besançon-Viotte,47.247049,6.021943,333,17940,Marseille,Besançon
Dijon,2023-01-26 09:46:00,2023-01-26 13:25:00,Marseille - Saint-Charles,43.302666,5.380407,13140,0,Dijon Ville,47.323411,5.027256,333,13140,Marseille,Dijon
Paris,2023-01-26 11:53:30,2023-01-26 15:20:00,Marseille - Saint-Charles,43.302666,5.380407,12390,0,Paris - Gare de Lyon - Hall 1 & 2,48.844945,2.373481,7983,12390,Marseille,Paris
Tarbes,2023-01-26 11:24:00,2023-01-26 17:46:00,Marseille - Saint-Charles,43.302666,5.380407,22920,2,Tarbes,43.239863,0.069442,6213,22920,Marseille,Tarbes
Cahors,2023-01-26 11:53:30,2023-01-26 17:43:30,Marseille - Saint-Charles,43.302666,5.380407,21000,4,Cahors,44.449275,1.433325,7983,21000,Marseille,Cahors
Muret,2023-01-26 11:24:00,2023-01-26 15:46:00,Marseille - Saint-Charles,43.302666,5.380407,15720,1,Muret,43.464824,1.324449,6213,15720,Marseille,Muret
Angoulême,2023-01-26 09:46:00,2023-01-26 17:23:00,Marseille - Saint-Charles,43.302666,5.380407,27420,3,Angoulême,45.653572,0.164608,333,27420,Marseille,Angoulême
Angers,2023-01-26 09:46:00,2023-01-26 16:00:30,Marseille - Saint-Charles,43.302666,5.380407,22470,2,Angers Maître École,47.466953,-0.532437,333,22470,Marseille,Angers
Saint-Nazaire,2023-01-26 09:46:00,2023-01-26 17:46:00,Marseille - Saint-Charles,43.302666,5.380407,28800,3,Saint-Nazaire,47.286489,-2.211079,333,28800,Marseille,Saint-Nazaire
Quimper,2023-01-26 09:46:00,2023-01-26 18:40:00,Marseille - Saint-Charles,43.302666,5.380407,32040,2,Quimper,47.994455,-4.092103,333,32040,Marseille,Quimper
Brest,2023-01-26 09:46:00,2023-01-26 18:37:00,Marseille - Saint-Charles,43.302666,5.380407,31860,2,Brest,48.38762,-4.480306,333,31860,Marseille,Brest
Lisieux,2023-01-26 12:04:00,2023-01-26 17:54:30,Marseille - Saint-Charles,43.302666,5.380407,21030,2,Lisieux,49.138299,0.231143,8613,21030,Marseille,Lisieux
Cambrai,2023-01-26 10:01:30,2023-01-26 16:58:00,Marseille - Saint-Charles,43.302666,5.380407,24990,2,Cambrai,50.176582,3.241197,1263,24990,Marseille,Cambrai
Arras,2023-01-26 10:01:30,2023-01-26 15:17:00,Marseille - Saint-Charles,43.302666,5.380407,18930,2,Arras,50.286971,2.781314,1263,18930,Marseille,Arras
Aix-en-Provence,2023-01-26 09:46:00,2023-01-26 09:57:00,Marseille - Saint-Charles,43.302666,5.380407,660,0,Aix-en-Provence TGV,43.455237,5.317534,333,660,Marseille,Aix-en-Provence
Lille,2023-01-26 10:01:30,2023-01-26 14:30:00,Marseille - Saint-Charles,43.302666,5.380407,16110,0,Lille Flandres,50.636577,3.06987,1263,16110,Marseille,Lille
Compiègne,2023-01-26 10:01:30,2023-01-26 15:25:00,Marseille - Saint-Charles,43.302666,5.380407,19410,2,Compiègne,49.421977,2.823693,1263,19410,Marseille,Compiègne
Chaumont,2023-01-26 10:01:30,2023-01-26 17:43:00,Marseille - Saint-Charles,43.302666,5.380407,27690,5,Chaumont,48.10976,5.1346,1263,27690,Marseille,Chaumont
Gap,2023-01-26 13:21:30,2023-01-26 16:22:00,Saint-Antoine,43.369599,5.35781,10830,0,Gap,44.563714,6.085669,13263,10830,Marseille,Gap
Grenoble,2023-01-26 10:01:30,2023-01-26 13:52:00,Marseille - Saint-Charles,43.302666,5.380407,13830,1,Grenoble,45.191491,5.714548,1263,13830,Marseille,Grenoble
Clermont-Ferrand,2023-01-26 09:46:00,2023-01-26 14:00:00,Marseille - Saint-Charles,43.302666,5.380407,15240,1,Clermont-Ferrand,45.778945,3.100543,333,15240,Marseille,Clermont-Ferrand
Roanne,2023-01-26 09:46:00,2023-01-26 12:42:00,Marseille - Saint-Charles,43.302666,5.380407,10560,1,Roanne,46.039383,4.063207,333,10560,Marseille,Roanne
Mâcon,2023-01-26 09:46:00,2023-01-26 12:09:00,Marseille - Saint-Charles,43.302666,5.380407,8580,0,Mâcon,46.302572,4.824887,333,8580,Marseille,Mâcon
Lyon,2023-01-26 09:46:00,2023-01-26 11:26:00,Marseille - Saint-Charles,43.302666,5.380407,6000,0,Lyon Part Dieu,45.760596,4.859409,333,6000,Marseille,Lyon
Montbard,2023-01-26 09:46:00,2023-01-26 14:14:30,Marseille - Saint-Charles,43.302666,5.380407,16110,1,Montbard,47.618741,4.336212,333,16110,Marseille,Montbard
Moulins,2023-01-26 09:46:00,2023-01-26 14:08:30,Marseille - Saint-Charles,43.302666,5.380407,15750,1,Moulins-sur-Allier,46.561394,3.338782,333,15750,Marseille,Moulins
Toulouse,2023-01-26 11:24:00,2023-01-26 15:18:00,Marseille - Saint-Charles,43.302666,5.380407,14040,0,Toulouse Matabiau,43.611206,1.453616,6213,14040,Marseille,Toulouse
Périgueux,2023-01-26 11:24:00,2023-01-26 19:26:00,Marseille - Saint-Charles,43.302666,5.380407,28920,1,Périgueux,45.187408,0.707879,6213,28920,Marseille,Périgueux
Limoges,2023-01-26 11:24:00,2023-01-26 19:57:00,Marseille - Saint-Charles,43.302666,5.380407,30780,1,Limoges-Bénédictins,45.836207,1.267419,6213,30780,Marseille,Limoges
Agen,2023-01-26 11:24:00,2023-01-26 16:25:30,Marseille - Saint-Charles,43.302666,5.380407,18090,0,Agen,44.207967,0.6208669999999999,6213,18090,Marseille,Agen
Arcachon,2023-01-26 11:24:00,2023-01-26 18:55:00,Marseille - Saint-Charles,43.302666,5.380407,27060,1,Arcachon,44.658967,-1.165323,6213,27060,Marseille,Arcachon
Bourges,2023-01-26 09:46:00,2023-01-26 15:28:00,Marseille - Saint-Charles,43.302666,5.380407,20520,1,Bourges,47.094129,2.394236,333,20520,Marseille,Bourges
Châtellerault,2023-01-26 12:12:00,2023-01-26 19:25:00,Marseille - Saint-Charles,43.302666,5.380407,25980,2,Châtellerault,46.818594,0.549279,9093,25980,Marseille,Châtellerault
Tours,2023-01-26 09:46:00,2023-01-26 17:11:00,Marseille - Saint-Charles,43.302666,5.380407,26700,2,Tours,47.389866,0.692831,333,26700,Marseille,Tours
Laval,2023-01-26 14:36:00,2023-01-26 20:05:00,Marseille - Saint-Charles,43.302666,5.380407,19740,0,Laval,48.076255,-0.760929,17733,19740,Marseille,Laval
Morlaix,2023-01-26 09:46:00,2023-01-26 18:02:00,Marseille - Saint-Charles,43.302666,5.380407,29760,2,Morlaix,48.57797,-3.832514,333,29760,Marseille,Morlaix
Alençon,2023-01-26 14:36:00,2023-01-26 20:44:00,Marseille - Saint-Charles,43.302666,5.380407,22080,1,Alençon,48.433884,0.09853099999999999,17733,22080,Marseille,Alençon
Bayeux,2023-01-26 12:04:00,2023-01-26 18:16:30,Marseille - Saint-Charles,43.302666,5.380407,22350,2,Bayeux,49.269729,-0.6981000000000001,8613,22350,Marseille,Bayeux
Rouen,2023-01-26 10:01:30,2023-01-26 15:56:00,Marseille - Saint-Charles,43.302666,5.380407,21270,2,Rouen Rive Droite,49.448663,1.094103,1263,21270,Marseille,Rouen
Dreux,2023-01-26 14:36:00,2023-01-26 20:09:00,Marseille - Saint-Charles,43.302666,5.380407,19980,2,Dreux,48.731492,1.370164,17733,19980,Marseille,Dreux
Douai,2023-01-26 10:01:30,2023-01-26 15:39:00,Marseille - Saint-Charles,43.302666,5.380407,20250,1,Douai,50.371673,3.089958,1263,20250,Marseille,Douai
