,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Nîmes,2022-12-13 11:26:00,2022-12-13 17:20:30,Angoulême,45.653572,0.164608,21270,1,Nîmes Centre,43.832313,4.365872,576,21846,Angoulême,Nîmes
Avignon,2022-12-13 13:36:00,2022-12-13 20:06:00,Angoulême,45.653572,0.164608,23400,1,Avignon TGV,43.92194,4.786136,8376,31776,Angoulême,Avignon
Toulon,2022-12-13 12:35:30,2022-12-13 20:40:00,Angoulême,45.653572,0.164608,29070,2,Toulon,43.128353,5.929404,4746,33816,Angoulême,Toulon
Bourg-en-Bresse,2022-12-13 12:35:30,2022-12-13 18:09:00,Angoulême,45.653572,0.164608,20010,4,Bourg-en-Bresse,46.200111,5.215011,4746,24756,Angoulême,Bourg-en-Bresse
Chalon-sur-Saône,2022-12-13 13:36:00,2022-12-13 19:20:00,Angoulême,45.653572,0.164608,20640,4,Chalon-sur-Saône,46.781622,4.843479,8376,29016,Angoulême,Chalon-sur-Saône
Besançon,2022-12-13 13:36:00,2022-12-13 19:27:00,Angoulême,45.653572,0.164608,21060,3,Besançon Viotte,47.247049,6.021943,8376,29436,Angoulême,Besançon
Dijon,2022-12-13 13:36:00,2022-12-13 18:35:00,Angoulême,45.653572,0.164608,17940,3,Dijon,47.323411,5.027256,8376,26316,Angoulême,Dijon
Paris,2022-12-13 11:25:00,2022-12-13 13:37:00,Angoulême,45.653572,0.164608,7920,0,Paris Montparnasse Hall 1 &2,48.841172,2.320514,516,8436,Angoulême,Paris
Tarbes,2022-12-13 11:26:00,2022-12-13 15:19:00,Angoulême,45.653572,0.164608,13980,1,Tarbes,43.239863,0.069442,576,14556,Angoulême,Tarbes
Cahors,2022-12-13 14:34:30,2022-12-13 17:43:30,Angoulême,45.653572,0.164608,11340,1,Cahors,44.449275,1.433325,11886,23226,Angoulême,Cahors
Muret,2022-12-13 14:34:30,2022-12-13 18:00:30,Angoulême,45.653572,0.164608,12360,1,Muret,43.464824,1.324449,11886,24246,Angoulême,Muret
Angers,2022-12-13 12:35:30,2022-12-13 15:21:00,Angoulême,45.653572,0.164608,9930,1,Angers Saint-Laud,47.464649,-0.55677,4746,14676,Angoulême,Angers
Saint-Nazaire,2022-12-13 12:35:30,2022-12-13 17:18:30,Angoulême,45.653572,0.164608,16980,2,La Croix de Méan,47.300604,-2.192942,4746,21726,Angoulême,Saint-Nazaire
