,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Nîmes,2023-01-26 11:06:00,2023-01-26 12:24:00,Lyon Part Dieu,45.760596,4.859409,4680,0,Nîmes Centre,43.832313,4.365872,4407,4680,Lyon,Nîmes
Avignon,2023-01-26 10:36:00,2023-01-26 11:52:00,Lyon Part Dieu,45.760596,4.859409,4560,0,Avignon TGV,43.92194,4.786136,2607,4560,Lyon,Avignon
Toulon,2023-01-26 10:36:00,2023-01-26 13:12:00,Lyon Part Dieu,45.760596,4.859409,9360,1,Toulon,43.128353,5.929404,2607,9360,Lyon,Toulon
Bourg-en-Bresse,2023-01-26 10:12:00,2023-01-26 11:12:30,Lyon Part Dieu,45.760596,4.859409,3630,0,Bourg-en-Bresse,46.200111,5.215011,1167,3630,Lyon,Bourg-en-Bresse
Chalon-sur-Saône,2023-01-26 10:04:00,2023-01-26 11:03:00,Lyon Part Dieu,45.760596,4.859409,3540,0,Chalon-sur-Saône,46.781622,4.843479,687,3540,Lyon,Chalon-sur-Saône
Besançon,2023-01-26 10:04:00,2023-01-26 12:24:00,Lyon Part Dieu,45.760596,4.859409,8400,1,Besançon-Viotte,47.247049,6.021943,687,8400,Lyon,Besançon
Dijon,2023-01-26 10:18:00,2023-01-26 12:19:00,Lyon Part Dieu,45.760596,4.859409,7260,0,Dijon Ville,47.323411,5.027256,1527,7260,Lyon,Dijon
Paris,2023-01-26 10:04:00,2023-01-26 12:13:00,Lyon Part Dieu,45.760596,4.859409,7740,0,Paris - Gare de Lyon - Hall 1 & 2,48.844945,2.373481,687,7740,Lyon,Paris
Tarbes,2023-01-26 11:06:00,2023-01-26 17:46:00,Lyon Part Dieu,45.760596,4.859409,24000,3,Tarbes,43.239863,0.069442,4407,24000,Lyon,Tarbes
Cahors,2023-01-26 12:10:00,2023-01-26 17:43:30,Lyon Part Dieu,45.760596,4.859409,20010,1,Cahors,44.449275,1.433325,8247,20010,Lyon,Cahors
Muret,2023-01-26 11:06:00,2023-01-26 15:46:00,Lyon Part Dieu,45.760596,4.859409,16800,2,Muret,43.464824,1.324449,4407,16800,Lyon,Muret
Angoulême,2023-01-26 10:30:00,2023-01-26 14:32:00,Lyon Part Dieu,45.760596,4.859409,14520,1,Angoulême,45.653572,0.164608,2247,14520,Lyon,Angoulême
Angers,2023-01-26 10:30:00,2023-01-26 14:09:30,Lyon Part Dieu,45.760596,4.859409,13170,0,Angers-Saint-Laud,47.464649,-0.55677,2247,13170,Lyon,Angers
Saint-Nazaire,2023-01-26 10:30:00,2023-01-26 15:33:30,Lyon Part Dieu,45.760596,4.859409,18210,1,Saint-Nazaire,47.286489,-2.211079,2247,18210,Lyon,Saint-Nazaire
Quimper,2023-01-26 10:30:00,2023-01-26 16:56:00,Lyon Part Dieu,45.760596,4.859409,23160,1,Quimper,47.994455,-4.092103,2247,23160,Lyon,Quimper
Brest,2023-01-26 11:46:00,2023-01-26 18:37:00,Lyon Part Dieu,45.760596,4.859409,24660,1,Brest,48.38762,-4.480306,6807,24660,Lyon,Brest
Lisieux,2023-01-26 11:34:00,2023-01-26 15:40:00,Lyon Part Dieu,45.760596,4.859409,14760,3,Lisieux,49.138299,0.231143,6087,14760,Lyon,Lisieux
Cambrai,2023-01-26 15:50:00,2023-01-26 19:58:30,Lyon Part Dieu,45.760596,4.859409,14910,1,Cambrai,50.176582,3.241197,21447,14910,Lyon,Cambrai
Arras,2023-01-26 11:00:00,2023-01-26 13:58:00,Lyon Part Dieu,45.760596,4.859409,10680,0,Arras,50.286971,2.781314,4047,10680,Lyon,Arras
Aix-en-Provence,2023-01-26 11:40:00,2023-01-26 13:09:00,Lyon Part Dieu,45.760596,4.859409,5340,0,Aix-en-Provence TGV,43.455237,5.317534,6447,5340,Lyon,Aix-en-Provence
Lille,2023-01-26 11:04:00,2023-01-26 14:18:00,Lyon Part Dieu,45.760596,4.859409,11640,2,Lille Flandres,50.636577,3.06987,4287,11640,Lyon,Lille
Compiègne,2023-01-26 10:04:00,2023-01-26 13:25:00,Lyon Part Dieu,45.760596,4.859409,12060,2,Compiègne,49.421977,2.823693,687,12060,Lyon,Compiègne
Chaumont,2023-01-26 14:18:00,2023-01-26 18:50:30,Lyon Part Dieu,45.760596,4.859409,16350,1,Chaumont,48.10976,5.1346,15927,16350,Lyon,Chaumont
Gap,2023-01-26 11:16:00,2023-01-26 15:28:00,Lyon Part Dieu,45.760596,4.859409,15120,1,Gap,44.563714,6.085669,5007,15120,Lyon,Gap
Marseille,2023-01-26 10:36:00,2023-01-26 12:24:00,Lyon Part Dieu,45.760596,4.859409,6480,0,Marseille - Saint-Charles,43.302666,5.380407,2607,6480,Lyon,Marseille
Grenoble,2023-01-26 10:16:00,2023-01-26 11:40:30,Lyon Part Dieu,45.760596,4.859409,5070,0,Grenoble,45.191491,5.714548,1407,5070,Lyon,Grenoble
Clermont-Ferrand,2023-01-26 11:36:00,2023-01-26 14:00:00,Lyon Part Dieu,45.760596,4.859409,8640,0,Clermont-Ferrand,45.778945,3.100543,6207,8640,Lyon,Clermont-Ferrand
Roanne,2023-01-26 10:08:00,2023-01-26 11:25:00,Lyon Part Dieu,45.760596,4.859409,4620,0,Roanne,46.039383,4.063207,927,4620,Lyon,Roanne
Mâcon,2023-01-26 10:18:00,2023-01-26 11:04:30,Lyon Part Dieu,45.760596,4.859409,2790,0,Mâcon,46.302572,4.824887,1527,2790,Lyon,Mâcon
Montbard,2023-01-26 11:18:00,2023-01-26 14:14:30,Lyon Part Dieu,45.760596,4.859409,10590,0,Montbard,47.618741,4.336212,5127,10590,Lyon,Montbard
Moulins,2023-01-26 12:00:00,2023-01-26 14:08:30,Lyon Part Dieu,45.760596,4.859409,7710,0,Moulins-sur-Allier,46.561394,3.338782,7647,7710,Lyon,Moulins
Toulouse,2023-01-26 12:10:00,2023-01-26 16:19:00,Lyon Part Dieu,45.760596,4.859409,14940,0,Toulouse Matabiau,43.611206,1.453616,8247,14940,Lyon,Toulouse
Périgueux,2023-01-26 10:30:00,2023-01-26 16:53:00,Lyon Part Dieu,45.760596,4.859409,22980,2,Périgueux,45.187408,0.707879,2247,22980,Lyon,Périgueux
Limoges,2023-01-26 12:00:00,2023-01-26 19:38:00,Lyon Part Dieu,45.760596,4.859409,27480,1,Limoges-Bénédictins,45.836207,1.267419,7647,27480,Lyon,Limoges
Agen,2023-01-26 10:30:00,2023-01-26 16:22:00,Lyon Part Dieu,45.760596,4.859409,21120,1,Agen,44.207967,0.6208669999999999,2247,21120,Lyon,Agen
Arcachon,2023-01-26 10:30:00,2023-01-26 16:25:00,Lyon Part Dieu,45.760596,4.859409,21300,2,Arcachon,44.658967,-1.165323,2247,21300,Lyon,Arcachon
Bourges,2023-01-26 12:00:00,2023-01-26 15:28:00,Lyon Part Dieu,45.760596,4.859409,12480,0,Bourges,47.094129,2.394236,7647,12480,Lyon,Bourges
Châtellerault,2023-01-26 13:38:00,2023-01-26 20:10:00,Lyon Part Dieu,45.760596,4.859409,23520,1,Châtellerault,46.818594,0.549279,13527,23520,Lyon,Châtellerault
Tours,2023-01-26 10:30:00,2023-01-26 15:32:00,Lyon Part Dieu,45.760596,4.859409,18120,4,Tours,47.389866,0.692831,2247,18120,Lyon,Tours
Laval,2023-01-26 16:29:00,2023-01-26 20:05:00,Lyon Part Dieu,45.760596,4.859409,12960,0,Laval,48.076255,-0.760929,23787,12960,Lyon,Laval
Morlaix,2023-01-26 11:46:00,2023-01-26 18:02:00,Lyon Part Dieu,45.760596,4.859409,22560,1,Morlaix,48.57797,-3.832514,6807,22560,Lyon,Morlaix
Alençon,2023-01-26 11:46:00,2023-01-26 17:16:00,Lyon Part Dieu,45.760596,4.859409,19800,1,Alençon,48.433884,0.09853099999999999,6807,19800,Lyon,Alençon
Bayeux,2023-01-26 10:04:00,2023-01-26 15:17:30,Lyon Part Dieu,45.760596,4.859409,18810,2,Bayeux,49.269729,-0.6981000000000001,687,18810,Lyon,Bayeux
Rouen,2023-01-26 10:04:00,2023-01-26 13:56:00,Lyon Part Dieu,45.760596,4.859409,13920,2,Rouen Rive Droite,49.448663,1.094103,687,13920,Lyon,Rouen
Dreux,2023-01-26 10:30:00,2023-01-26 15:09:00,Lyon Part Dieu,45.760596,4.859409,16740,2,Dreux,48.731492,1.370164,2247,16740,Lyon,Dreux
Douai,2023-01-26 15:50:00,2023-01-26 19:14:00,Lyon Part Dieu,45.760596,4.859409,12240,0,Douai,50.371673,3.089958,21447,12240,Lyon,Douai
Abbeville,2023-01-26 11:04:00,2023-01-26 15:05:00,Lyon Part Dieu,45.760596,4.859409,14460,2,Abbeville,50.102175,1.824538,4287,14460,Lyon,Abbeville
Saverne,2023-01-26 10:04:00,2023-01-26 14:52:00,Lyon Part Dieu,45.760596,4.859409,17280,1,Saverne,48.744483,7.362055,687,17280,Lyon,Saverne
Belfort,2023-01-26 10:04:00,2023-01-26 12:41:00,Lyon Part Dieu,45.760596,4.859409,9420,1,Belfort-Ville,47.633278,6.854053,687,9420,Lyon,Belfort
Bar-le-Duc,2023-01-26 10:04:00,2023-01-26 15:42:00,Lyon Part Dieu,45.760596,4.859409,20280,2,Bar-le-Duc,48.773598,5.167053,687,20280,Lyon,Bar-le-Duc
Sedan,2023-01-26 11:46:00,2023-01-26 17:58:00,Lyon Part Dieu,45.760596,4.859409,22320,3,Sedan,49.695024,4.930373,6807,22320,Lyon,Sedan
Narbonne,2023-01-26 12:10:00,2023-01-26 15:00:00,Lyon Part Dieu,45.760596,4.859409,10200,0,Narbonne,43.190618,3.005667,8247,10200,Lyon,Narbonne
Alès,2023-01-26 11:09:30,2023-01-26 13:31:00,Lyon Part Dieu,45.760596,4.859409,8490,2,Alès,44.127825,4.084948,4617,8490,Lyon,Alès
Lunéville,2023-01-26 10:04:00,2023-01-26 15:35:00,Lyon Part Dieu,45.760596,4.859409,19860,1,Lunéville,48.58799,6.496997,687,19860,Lyon,Lunéville
Valence,2023-01-26 10:36:00,2023-01-26 11:55:00,Lyon Part Dieu,45.760596,4.859409,4740,1,Valence - Gare Routière,44.927222,4.892222,2607,4740,Lyon,Valence
Nancy,2023-01-26 11:32:00,2023-01-26 17:02:00,Lyon Part Dieu,45.760596,4.859409,19800,0,Nancy,48.689857,6.174579,5967,19800,Lyon,Nancy
Château-Thierry,2023-01-26 10:04:00,2023-01-26 14:55:00,Lyon Part Dieu,45.760596,4.859409,17460,4,Château-Thierry,49.03814,3.409302,687,17460,Lyon,Château-Thierry
Nice,2023-01-26 10:36:00,2023-01-26 14:58:00,Lyon Part Dieu,45.760596,4.859409,15720,1,Nice,43.704556,7.261904,2607,15720,Lyon,Nice
Chambéry,2023-01-26 10:34:00,2023-01-26 11:58:30,Lyon Part Dieu,45.760596,4.859409,5070,0,Chambéry - Challes-les-Eaux,45.571302,5.919547,2487,5070,Lyon,Chambéry
Riom,2023-01-26 11:36:00,2023-01-26 13:50:00,Lyon Part Dieu,45.760596,4.859409,8040,0,Riom - Châtel-Guyon,45.889965,3.120498,6207,8040,Lyon,Riom
Vichy,2023-01-26 11:36:00,2023-01-26 13:26:30,Lyon Part Dieu,45.760596,4.859409,6630,0,Vichy,46.126991,3.430476,6207,6630,Lyon,Vichy
Nevers,2023-01-26 12:00:00,2023-01-26 14:38:30,Lyon Part Dieu,45.760596,4.859409,9510,0,Nevers,46.987282,3.150743,7647,9510,Lyon,Nevers
Montargis,2023-01-26 11:04:00,2023-01-26 14:55:00,Lyon Part Dieu,45.760596,4.859409,13860,1,Montargis,48.006862,2.742783,4287,13860,Lyon,Montargis
Carcassonne,2023-01-26 12:10:00,2023-01-26 15:31:00,Lyon Part Dieu,45.760596,4.859409,12060,0,Carcassonne,43.218029,2.351824,8247,12060,Lyon,Carcassonne
Châteauroux,2023-01-26 12:00:00,2023-01-26 17:31:00,Lyon Part Dieu,45.760596,4.859409,19860,1,Châteauroux,46.809812,1.699483,7647,19860,Lyon,Châteauroux
Libourne,2023-01-26 11:46:00,2023-01-26 16:39:00,Lyon Part Dieu,45.760596,4.859409,17580,2,Libourne,44.915904,-0.236359,6807,17580,Lyon,Libourne
Poitiers,2023-01-26 13:56:00,2023-01-26 18:40:00,Lyon Part Dieu,45.760596,4.859409,17040,1,Poitiers,46.582232,0.333136,14607,17040,Lyon,Poitiers
Blois,2023-01-26 10:04:00,2023-01-26 15:17:00,Lyon Part Dieu,45.760596,4.859409,18780,4,Blois - Chambord,47.585449,1.323759,687,18780,Lyon,Blois
Saintes,2023-01-26 10:30:00,2023-01-26 16:02:00,Lyon Part Dieu,45.760596,4.859409,19920,2,Saintes,45.74874,-0.6179,2247,19920,Lyon,Saintes
Roche-sur-Yon,2023-01-26 10:30:00,2023-01-26 16:25:00,Lyon Part Dieu,45.760596,4.859409,21300,1,La Roche-sur-Yon,46.672075,-1.43566,2247,21300,Lyon,Roche-sur-Yon
Rochelle,2023-01-26 10:30:00,2023-01-26 17:39:30,Lyon Part Dieu,45.760596,4.859409,25770,1,La Rochelle,46.152705,-1.145853,2247,25770,Lyon,Rochelle
Cholet,2023-01-26 10:30:00,2023-01-26 16:43:00,Lyon Part Dieu,45.760596,4.859409,22380,1,Cholet,47.065702,-0.869897,2247,22380,Lyon,Cholet
Saint-Malo,2023-01-26 11:46:00,2023-01-26 16:55:00,Lyon Part Dieu,45.760596,4.859409,18540,1,Saint-Malo,48.646859,-2.004158,6807,18540,Lyon,Saint-Malo
Vannes,2023-01-26 10:30:00,2023-01-26 15:44:00,Lyon Part Dieu,45.760596,4.859409,18840,1,Vannes,47.665169,-2.75245,2247,18840,Lyon,Vannes
Lorient,2023-01-26 10:30:00,2023-01-26 16:17:00,Lyon Part Dieu,45.760596,4.859409,20820,1,Lorient,47.755597,-3.366221,2247,20820,Lyon,Lorient
Rennes,2023-01-26 11:46:00,2023-01-26 15:41:00,Lyon Part Dieu,45.760596,4.859409,14100,0,Rennes,48.103517,-1.672744,6807,14100,Lyon,Rennes
Évreux,2023-01-26 10:04:00,2023-01-26 14:26:00,Lyon Part Dieu,45.760596,4.859409,15720,2,Évreux Embranchement,49.018748,1.149629,687,15720,Lyon,Évreux
Valenciennes,2023-01-26 11:04:00,2023-01-26 15:55:00,Lyon Part Dieu,45.760596,4.859409,17460,3,Valenciennes,50.363187,3.517124,4287,17460,Lyon,Valenciennes
Béthune,2023-01-26 11:04:00,2023-01-26 16:12:30,Lyon Part Dieu,45.760596,4.859409,18510,3,Béthune,50.521454,2.640509,4287,18510,Lyon,Béthune
Amiens,2023-01-26 11:00:00,2023-01-26 14:39:00,Lyon Part Dieu,45.760596,4.859409,13140,1,Amiens,49.890584,2.308277,4047,13140,Lyon,Amiens
Clermont,2023-01-26 11:34:00,2023-01-26 14:47:00,Lyon Part Dieu,45.760596,4.859409,11580,2,Clermont de l'Oise,49.385278,2.417663,6087,11580,Lyon,Clermont
Dunkerque,2023-01-26 11:00:00,2023-01-26 16:20:30,Lyon Part Dieu,45.760596,4.859409,19230,1,Dunkerque,51.03041,2.368991,4047,19230,Lyon,Dunkerque
