,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Aachen,2023-01-20 05:58:00,2023-01-20 12:35:00,Bordeaux Saint-Jean,44.825873,-0.556697,23820,2,Aachen Hauptbahnhof,50.7675,6.0912,39531,63351,Bordeaux,Aix la Chapelle
Amsterdam,2023-01-20 07:45:00,2023-01-20 15:14:00,Bordeaux Saint-Jean,44.825873,-0.556697,26940,2,Amsterdam Centraal,52.37908,4.900632,45951,72891,Bordeaux,Amsterdam Centraal
Appenweier,2023-01-20 07:45:00,2023-01-20 13:47:00,Bordeaux Saint-Jean,44.825873,-0.556697,21720,2,Appenweier,48.5419,7.9735,45951,67671,Bordeaux,Appenweier
Baden-Baden,2023-01-20 07:45:00,2023-01-20 14:22:00,Bordeaux Saint-Jean,44.825873,-0.556697,23820,2,Baden Baden,48.7903,8.190899999999999,45951,69771,Bordeaux,Baden-Baden
Basel,2023-01-20 08:54:00,2023-01-20 16:08:00,Bordeaux Saint-Jean,44.825873,-0.556697,26040,1,Bâle - SBB,47.5474,7.58956,50091,76131,Bordeaux,Basel SBB
Barcelona,2023-01-20 10:27:00,2023-01-20 16:34:00,Bordeaux Saint-Jean,44.825873,-0.556697,22020,1,Barcelona Sants,41.378961,2.139834,55671,77691,Bordeaux,Barcelone-Sants
Berg (Pfalz),2023-01-20 08:54:00,2023-01-20 16:35:00,Bordeaux Saint-Jean,44.825873,-0.556697,27660,2,Berg (Pfalz),48.9807,8.2128,50091,77751,Bordeaux,Berg (Pfalz)
Bettembourg,2023-01-20 08:54:00,2023-01-20 15:34:00,Bordeaux Saint-Jean,44.825873,-0.556697,24000,2,Bettembourg,49.516111,6.101111,50091,74091,Bordeaux,Bettembourg
Saint-Gilles - Sint-Gillis,2023-01-20 05:58:00,2023-01-20 11:18:00,Bordeaux Saint-Jean,44.825873,-0.556697,19200,2,Bruxelles-Midi - Brussel-Zuid,50.836,4.336,39531,58731,Bordeaux,Bruxelles Midi
Charleroi,2023-01-20 05:58:00,2023-01-20 16:38:00,Bordeaux Saint-Jean,44.825873,-0.556697,38400,2,Charleroi Sud,50.404393,4.438504,39531,77931,Bordeaux,Charleroi Sud
Köln,2023-01-20 05:58:00,2023-01-20 13:15:00,Bordeaux Saint-Jean,44.825873,-0.556697,26220,2,Köln - Hauptbahnhof,50.9428,6.9591,39531,65751,Bordeaux,Cologne
Kortrijk,2023-01-20 05:58:00,2023-01-20 12:03:30,Bordeaux Saint-Jean,44.825873,-0.556697,21930,1,Courtrai,50.824,3.26,39531,61461,Bordeaux,Courtrai
Düsseldorf,2023-01-20 05:58:00,2023-01-20 13:47:00,Bordeaux Saint-Jean,44.825873,-0.556697,28140,2,Düsseldorf - Hauptbahnhof,51.2194,6.7946,39531,67671,Bordeaux,Duesseldorf Hbf
