,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Genève,2023-01-04 05:23:00,2023-01-04 14:35:00,Brest,48.38762,-4.480306,33120,2,Genève,46.21022,6.14244,49555,82675,Brest,Genève
Nîmes,2023-01-04 05:23:00,2023-01-04 13:34:00,Brest,48.38762,-4.480306,29460,2,Nîmes Centre,43.832313,4.365872,49555,79015,Brest,Nîmes
Avignon,2023-01-04 05:23:00,2023-01-04 12:45:00,Brest,48.38762,-4.480306,26520,1,Avignon TGV,43.92194,4.786136,49555,76075,Brest,Avignon
Toulon,2023-01-04 05:23:00,2023-01-04 14:11:00,Brest,48.38762,-4.480306,31680,2,Toulon,43.128353,5.929404,49555,81235,Brest,Toulon
Bourg-en-Bresse,2023-01-04 05:23:00,2023-01-04 13:12:30,Brest,48.38762,-4.480306,28170,2,Bourg-en-Bresse,46.200111,5.215011,49555,77725,Brest,Bourg-en-Bresse
Chalon-sur-Saône,2023-01-04 05:23:00,2023-01-04 12:41:00,Brest,48.38762,-4.480306,26280,2,Chalon-sur-Saône,46.781622,4.843479,49555,75835,Brest,Chalon-sur-Saône
Besançon,2023-01-04 05:23:00,2023-01-04 13:14:00,Brest,48.38762,-4.480306,28260,5,Besançon Viotte,47.247049,6.021943,49555,77815,Brest,Besançon
Dijon,2023-01-04 05:23:00,2023-01-04 11:57:00,Brest,48.38762,-4.480306,23640,4,Dijon,47.323411,5.027256,49555,73195,Brest,Dijon
Paris,2023-01-03 17:22:00,2023-01-03 21:08:00,Brest,48.38762,-4.480306,13560,0,Paris Montparnasse Hall 1 &2,48.841172,2.320514,6295,19855,Brest,Paris
Tarbes,2023-01-04 06:31:00,2023-01-04 15:19:00,Brest,48.38762,-4.480306,31680,1,Tarbes,43.239863,0.069442,53635,85315,Brest,Tarbes
Cahors,2023-01-03 19:22:00,2023-01-04 12:11:00,Brest,48.38762,-4.480306,60540,3,Cahors,44.449275,1.433325,13495,74035,Brest,Cahors
Muret,2023-01-04 05:23:00,2023-01-04 14:00:30,Brest,48.38762,-4.480306,31050,2,Muret,43.464824,1.324449,49555,80605,Brest,Muret
Angoulême,2023-01-04 05:23:00,2023-01-04 12:23:00,Brest,48.38762,-4.480306,25200,1,Angoulême,45.653572,0.164608,49555,74755,Brest,Angoulême
Angers,2023-01-03 17:22:00,2023-01-03 21:40:00,Brest,48.38762,-4.480306,15480,2,Angers Saint-Laud,47.464649,-0.55677,6295,21775,Brest,Angers
Saint-Nazaire,2023-01-03 17:22:00,2023-01-03 21:39:00,Brest,48.38762,-4.480306,15420,2,Saint-Nazaire,47.286489,-2.211079,6295,21715,Brest,Saint-Nazaire
Quimper,2023-01-03 16:25:00,2023-01-03 17:45:00,Brest,48.38762,-4.480306,4800,0,Quimper,47.994455,-4.092103,2875,7675,Brest,Quimper
Lisieux,2023-01-04 05:23:00,2023-01-04 10:52:00,Brest,48.38762,-4.480306,19740,3,Lisieux,49.138299,0.231143,49555,69295,Brest,Lisieux
Aix-en-Provence,2023-01-04 05:23:00,2023-01-04 13:09:00,Brest,48.38762,-4.480306,27960,1,Aix-en-Provence TGV,43.455237,5.317534,49555,77515,Brest,Aix-en-Provence
Chaumont,2023-01-03 17:22:00,2023-01-04 08:07:00,Brest,48.38762,-4.480306,53100,5,Chaumont,48.10976,5.1346,6295,59395,Brest,Chaumont
Gap,2023-01-04 05:23:00,2023-01-04 16:20:00,Brest,48.38762,-4.480306,39420,3,Gap,44.563714,6.085669,49555,88975,Brest,Gap
Marseille,2023-01-04 05:23:00,2023-01-04 13:24:00,Brest,48.38762,-4.480306,28860,1,Marseille Saint-Charles,43.302666,5.380407,49555,78415,Brest,Marseille
Grenoble,2023-01-04 05:23:00,2023-01-04 13:40:30,Brest,48.38762,-4.480306,29850,2,Grenoble,45.191491,5.714548,49555,79405,Brest,Grenoble
Clermont-Ferrand,2023-01-04 05:23:00,2023-01-04 14:00:00,Brest,48.38762,-4.480306,31020,2,Clermont-Ferrand,45.778945,3.100543,49555,80575,Brest,Clermont-Ferrand
Roanne,2023-01-03 19:22:00,2023-01-04 09:12:00,Brest,48.38762,-4.480306,49800,6,Roanne-Arsenal,46.066628,4.089331,13495,63295,Brest,Roanne
Mâcon,2023-01-04 05:23:00,2023-01-04 12:09:00,Brest,48.38762,-4.480306,24360,2,Mâcon,46.302572,4.824887,49555,73915,Brest,Mâcon
Lyon,2023-01-04 05:23:00,2023-01-04 11:26:00,Brest,48.38762,-4.480306,21780,1,Lyon Part Dieu,45.760596,4.859409,49555,71335,Brest,Lyon
Montbard,2023-01-04 05:23:00,2023-01-04 14:02:00,Brest,48.38762,-4.480306,31140,3,Montbard,47.618741,4.336212,49555,80695,Brest,Montbard
Moulins,2023-01-04 05:46:00,2023-01-04 16:15:00,Brest,48.38762,-4.480306,37740,1,Moulins sur Allier,46.561394,3.338782,50935,88675,Brest,Moulins
