,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Aigle,2023-01-25 09:46:00,2023-01-25 16:42:00,Marseille - Saint-Charles,43.302666,5.380407,24960,2,Aigle,46.31685,6.96367,3795,28755,Marseille,Aigle
Aachen,2023-01-25 12:04:00,2023-01-25 18:34:00,Marseille - Saint-Charles,43.302666,5.380407,23400,2,Aachen Hauptbahnhof,50.7675,6.0912,12075,35475,Marseille,Aix la Chapelle
Allaman,2023-01-25 09:46:00,2023-01-25 15:18:00,Marseille - Saint-Charles,43.302666,5.380407,19920,2,Allaman,46.47575,6.3997,3795,23715,Marseille,Allaman
Amsterdam,2023-01-25 12:47:00,2023-01-25 19:44:00,Marseille - Saint-Charles,43.302666,5.380407,25020,2,Amsterdam Centraal,52.37908,4.900632,14655,39675,Marseille,Amsterdam Centraal
Antwerpen,2023-01-25 12:47:00,2023-01-25 18:27:00,Marseille - Saint-Charles,43.302666,5.380407,20400,2,Antwerpen-Centraal,51.216,4.421,14655,35055,Marseille,Antwerpen Centraal
Appenweier,2023-01-25 09:46:00,2023-01-25 16:45:00,Marseille - Saint-Charles,43.302666,5.380407,25140,1,Appenweier,48.5419,7.9735,3795,28935,Marseille,Appenweier
Augsburg,2023-01-25 10:01:30,2023-01-25 21:04:00,Marseille - Saint-Charles,43.302666,5.380407,39750,2,Augsburg Hauptbahnhof,48.3654,10.886,4725,44475,Marseille,Augsburg Hbf
Basel,2023-01-25 09:46:00,2023-01-25 15:26:00,Marseille - Saint-Charles,43.302666,5.380407,20400,1,Bâle - SBB,47.5474,7.58956,3795,24195,Marseille,Basel SBB
Barcelona,2023-01-25 11:24:00,2023-01-25 16:34:00,Marseille - Saint-Charles,43.302666,5.380407,18600,1,Barcelona Sants,41.378961,2.139834,9675,28275,Marseille,Barcelone-Sants
Käerjeng,2023-01-25 09:46:00,2023-01-25 20:07:00,Marseille - Saint-Charles,43.302666,5.380407,37260,2,Bascharage-Sanem,49.5585,5.9249,3795,41055,Marseille,Bascharage secteur Sanem
Haute-Sorne,2023-01-25 12:47:00,2023-01-25 19:55:00,Marseille - Saint-Charles,43.302666,5.380407,25680,2,Glovelier,47.3352,7.20931,14655,40335,Marseille,Glovelier
Berg (Pfalz),2023-01-25 09:46:00,2023-01-25 17:39:00,Marseille - Saint-Charles,43.302666,5.380407,28380,2,Berg (Pfalz),48.9807,8.2128,3795,32175,Marseille,Berg (Pfalz)
Bettembourg,2023-01-25 09:46:00,2023-01-25 19:10:00,Marseille - Saint-Charles,43.302666,5.380407,33840,2,Bettembourg,49.516111,6.101111,3795,37635,Marseille,Bettembourg
Bex,2023-01-25 09:46:00,2023-01-25 16:48:00,Marseille - Saint-Charles,43.302666,5.380407,25320,2,Bex,46.25146,7.00067,3795,29115,Marseille,Bex
Biel/Bienne,2023-01-25 12:47:00,2023-01-25 20:41:00,Marseille - Saint-Charles,43.302666,5.380407,28440,2,Biel Bienne,47.13289,7.24292,14655,43095,Marseille,Biel/Bienne
