,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Aachen,2022-12-06 15:54:30,2022-12-06 18:34:00,Paris Gare du Nord,48.880136,2.354851,9570,0,Aix la Chapelle,50.7675,6.0912,21270,30840,Paris,Aix la Chapelle
Amsterdam,2022-12-06 10:24:30,2022-12-06 13:44:00,Paris Gare du Nord,48.880136,2.354851,11970,0,Amsterdam Centraal,52.37908,4.900632,1470,13440,Paris,Amsterdam Centraal
Antwerpen,2022-12-06 10:24:30,2022-12-06 12:27:00,Paris Gare du Nord,48.880136,2.354851,7350,0,Antwerpen Centraal,51.216,4.421,1470,8820,Paris,Antwerpen Centraal
Augsburg,2022-12-06 15:55:00,2022-12-06 21:00:00,Paris Est,48.876742,2.358424,18300,0,Augsburg Hbf,48.3654,10.886,21300,39600,Paris,Augsburg Hbf
Basel,2022-12-06 10:22:00,2022-12-06 13:26:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,11040,0,Basel SBB,47.5474,7.58956,1320,12360,Paris,Basel SBB
Barcelona,2022-12-06 10:14:00,2022-12-06 16:54:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,24000,0,Barcelone-Sants,41.378961,2.139834,840,24840,Paris,Barcelone-Sants
Saint-Gilles - Sint-Gillis,2022-12-06 10:24:30,2022-12-06 11:47:00,Paris Gare du Nord,48.880136,2.354851,4950,0,Bruxelles Midi,50.836,4.336,1470,6420,Paris,Bruxelles Midi
Köln,2022-12-06 15:54:30,2022-12-06 19:15:00,Paris Gare du Nord,48.880136,2.354851,12030,0,Cologne,50.9428,6.9591,21270,33300,Paris,Cologne
Emmendingen,2022-12-06 17:25:00,2022-12-06 20:12:00,Paris Est,48.876742,2.358424,10020,0,Emmendingen,48.1193,7.8479,26700,36720,Paris,Emmendingen
Vilafant,2022-12-06 10:14:00,2022-12-06 15:56:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,20520,0,FIGUERES-VILAFANT,42.264581,2.943028,840,21360,Paris,FIGUERES-VILAFANT
Frankfurt am Main,2022-12-06 15:20:00,2022-12-06 18:58:00,Paris Est,48.876742,2.358424,13080,0,Francfort sur le Main,50.1073,8.6624,19200,32280,Paris,Francfort sur le Main
Freiburg im Breisgau,2022-12-06 17:25:00,2022-12-06 20:26:00,Paris Est,48.876742,2.358424,10860,0,Freiburg (Breisgau) Hbf,47.9979,7.8416,26700,37560,Paris,Freiburg (Breisgau) Hbf
Genève,2022-12-06 12:18:00,2022-12-06 15:29:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,11460,0,Genève,46.21022,6.14244,8280,19740,Paris,Genève
Girona,2022-12-06 10:14:00,2022-12-06 16:13:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,21540,0,GIRONA,41.979371,2.816957,840,22380,Paris,GIRONA
Kaiserslautern,2022-12-06 13:08:00,2022-12-06 15:35:00,Paris Est,48.876742,2.358424,8820,0,Kaiserslautern Hbf,49.4359,7.7688,11280,20100,Paris,Kaiserslautern Hbf
Karlsruhe,2022-12-06 10:55:00,2022-12-06 13:25:00,Paris Est,48.876742,2.358424,9000,0,Karlsruhe Hbf,48.9935,8.401899999999999,3300,12300,Paris,Karlsruhe Hbf
Lahr/Schwarzwald,2022-12-06 17:25:00,2022-12-06 19:54:00,Paris Est,48.876742,2.358424,8940,0,Lahr (Schwarzw),48.3406,7.8353,26700,35640,Paris,Lahr (Schwarzw)
Lausanne,2022-12-06 11:56:00,2022-12-06 15:37:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,13260,0,Lausanne,46.51679,6.62909,6960,20220,Paris,Lausanne
Liège,2022-12-07 07:54:30,2022-12-07 10:09:00,Paris Gare du Nord,48.880136,2.354851,8070,0,Liege-Guil,50.622,5.568,78870,86940,Paris,Liege-Guil
Camden Town,2022-12-06 10:12:30,2022-12-06 12:30:00,Paris Gare du Nord,48.880136,2.354851,8250,0,Londres Saint Pancras,51.5338,-0.12807,750,9000,Paris,Londres Saint Pancras
Luxembourg,2022-12-06 10:40:00,2022-12-06 13:01:00,Paris Est,48.876742,2.358424,8460,0,Luxembourg,49.599722,6.134722,2400,10860,Paris,Luxembourg
Mannheim,2022-12-06 15:20:00,2022-12-06 18:19:00,Paris Est,48.876742,2.358424,10740,0,Mannheim Hbf,49.4794,8.4696,19200,29940,Paris,Mannheim Hbf
Milano,2022-12-07 06:47:00,2022-12-07 13:49:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,25320,0,MILANO PORTA GARIBALDI,45.484916,9.187694,74820,100140,Paris,MILANO PORTA GARIBALDI
München,2022-12-06 15:55:00,2022-12-06 21:36:00,Paris Est,48.876742,2.358424,20460,0,Munich,48.1401,11.5587,21300,41760,Paris,Munich
Offenburg,2022-12-06 17:25:00,2022-12-06 19:38:00,Paris Est,48.876742,2.358424,7980,0,Offenburg,48.4765,7.9468,26700,34680,Paris,Offenburg
Oulx,2022-12-07 06:47:00,2022-12-07 11:23:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,16560,0,OULX CESANA CLAVIERE SESTRIERE,45.038795,6.831431,74820,91380,Paris,OULX CESANA CLAVIERE SESTRIERE
Rotterdam,2022-12-06 10:24:30,2022-12-06 13:02:00,Paris Gare du Nord,48.880136,2.354851,9450,0,Rotterdam Centraal,51.924845,4.469313,1470,10920,Paris,Rotterdam Centraal
Saarbrücken,2022-12-06 13:08:00,2022-12-06 14:57:00,Paris Est,48.876742,2.358424,6540,0,Sarrebruck,49.241,6.991,11280,17820,Paris,Sarrebruck
Schiphol,2022-12-06 10:24:30,2022-12-06 13:25:00,Paris Gare du Nord,48.880136,2.354851,10830,0,Schiphol Airport,52.309636,4.761985,1470,12300,Paris,Schiphol Airport
Stuttgart,2022-12-06 13:55:00,2022-12-06 17:04:00,Paris Est,48.876742,2.358424,11340,0,Stuttgart Hbf,48.7846,9.1837,14100,25440,Paris,Stuttgart Hbf
Torino,2022-12-06 12:47:00,2022-12-06 18:15:30,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,19710,0,Turin Porta Susa,45.074118,7.666675,10020,29730,Paris,Turin Porta Susa
Ulm,2022-12-06 15:55:00,2022-12-06 20:16:00,Paris Est,48.876742,2.358424,15660,0,Ulm Hbf,48.3996,9.982799999999999,21300,36960,Paris,Ulm Hbf
Vallorbe,2022-12-06 11:56:00,2022-12-06 14:57:30,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,10890,0,Vallorbe,46.71242,6.37057,6960,17850,Paris,Vallorbe
Zürich,2022-12-06 10:22:00,2022-12-06 14:26:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,14640,0,Zuerich HB,47.37817,8.540190000000001,1320,15960,Paris,Zuerich HB
